season,away_team_api_id,home_team_api_id,H_overall_rating,A_overall_rating,H_potential,A_potential,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
2012/2013,10260,8528,812,868,841,908,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10172,8455,844,824.5299233,900,874.6768998,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8472,8650,852,821,905,870,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,8668,10261,827,859,870,876,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2012/2013,8466,10252,780,810,852,873,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,10003,8668,840,805,873,855,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8528,9879,829,796,857,835,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,10261,9850,799,816,841,867,3,1,3,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2012/2013,8586,10172,823.5613065,870,874.9220714,920,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
2012/2013,8659,9798,778,787,813,826,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,8455,10194,821,898,852,924,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8654,8472,822,785,867,817,2,1,2,2,2,1,3,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,8456,9825,871,884,930,936,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8650,10260,868,863,917,905,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8466,8455,882,800,931,852,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,9850,8650,837,776,883,843,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,9879,8456,885,840,929,851,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9798,10261,841,775,879,799,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10194,10003,808,810,850,851,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,10252,8659,804,780,849,849,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10172,8654,792,824.5299233,823,874.6768998,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8472,8528,800,817,835,861,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
2012/2013,9825,8455,885,870,929,924,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,10260,8586,865,859,917,910,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8668,8466,791,852,850,882,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2012/2013,8654,9825,875,784,926,814,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,10261,10252,797,832,860,884,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2012/2013,8456,10172,823.5613065,889,874.9220714,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8528,10194,824,794,851,836,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,10003,8472,812,813,859,847,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8650,9825,875,872,926,899,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8466,10260,880,807,928,854,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8586,9850,801,880,844,929,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
2012/2013,8455,9798,774,860,800,902,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8659,8668,851,785,875,825,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,8654,9879,828,799,853,822,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,10194,9825,867,799,916,848,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,10252,8668,852,785,879,846,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10260,9879,826,870,845,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,8455,10261,834,890,888,913,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9850,10172,813,791,854,844,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,8472,9798,763,814,793,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,10003,8654,792,819,831,855,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8466,8528,805,806,837,866,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8650,8456,883,871,926,892,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8586,8659,805,880,848,929,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,3,2,3
2012/2013,8528,8455,878,802,926,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,9879,9850,797,838,836,859,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8456,8466,792,897,835,935,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,9798,10194,816,750,849,785,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9825,8472,804,868,858,920,2,1,2,2,2,1,3,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,10172,10003,812,822,863,861,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10261,8586,862,832,919,884,2,1,2,2,2,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2012/2013,8654,10252,777,798,851,818,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,8668,10260,867,861,915,884,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
2012/2013,8659,8650,854,808,894,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,3
2012/2013,10003,8650,868,777,903,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,10252,9825,864,773,911,849,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,9879,828,799,851,850,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,8668,9850,800,853,835,881,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
2012/2013,10260,10172,817,884,863,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,8528,9798,762,811,793,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8472,8659,806,813,849,855,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,8455,8456,877,906,932,933,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8466,10261,829,804,881,859,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8586,8654,787,874,817,937,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2012/2013,8659,8455,885,801,931,838,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,9798,8668,833,768,870,792,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9850,10260,884,786,926,843,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,10172,8466,802,826,853,856,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8654,10194,805,792,848,809,3,1,3,2,2,2,2,2,1,3,2,3,1,3,2,2,3,1,2,1,3,2,3
2012/2013,9879,8472,815,839,860,853,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10261,10003,807,837,849,880,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2012/2013,8650,8528,808,885,839,900,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9825,8586,871,868,920,921,2,1,2,2,2,2,3,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,8456,10252,780,876,855,933,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8466,9850,790,808,835,861,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8472,10172,821,815,871,865,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,10252,9798,756,779,786,859,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10003,8659,805,806,857,849,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8586,8650,855,859,891,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
2012/2013,10194,10261,827,788,884,846,2,1,3,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,10172,10252,786,838,853,863,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8456,8668,831,865,866,913,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,9798,10260,873,770,921,796,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8650,8466,801,824.5299233,868,893,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8659,10194,805,804,848,841,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2012/2013,9825,10003,806,863,855,905,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,8654,8455,876,790,925,827,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,9850,8472,824,787,865,837,2,1,2,2,2,1,3,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,9879,8586,859,839,914,853,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10261,8528,798,831,833,874,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2012/2013,9798,9825,869,773,903,795,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,8668,835,791,872,848,2,1,2,2,2,2,1,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,10261,8456,902,824,930,868,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2012/2013,8455,8466,791,874,847,908,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10260,8472,807,855,855,908,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,8586,10003,808,874,852,910,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2012/2013,8659,8654,786,807,816,849,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,9850,8528,798,800,833,834,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,8650,10252,777,882,848,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10172,9879,828,834,851,864,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10003,9850,795,810,831,858,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8466,9798,767,805,813,853,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,10252,10194,808,758,847,837,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9825,8659,803,883,840,905,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,8472,8455,874,812,927,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,8654,8650,865,783,900,802,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,1
2012/2013,9879,10261,839,828,890,846,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8528,10172,816,788,867,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8668,8586,861,843,917,878,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2012/2013,8456,10260,865,887,912,935,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,9850,9825,871,774,917,829,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,9879,10252,768,837,846,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10172,8668,845,832,880,871,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8650,9798,771,885,812,905,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8654,8466,800,789,849,814,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,1
2012/2013,8472,10261,841,817,897,867,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
2012/2013,10260,10194,808,905,846,937,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,8668,9825,869,849,923,894,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2012/2013,8455,9879,828,887,855,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8528,8456,890,798,929,831,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,10260,8654,782,883,816,921,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9825,9879,821,867,860,904,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,9798,9850,788,748,831,810,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,10172,810,803,858,851,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,3
2012/2013,8668,8472,812,853,863,879,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
2012/2013,8466,10003,818,805,852,847,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,10261,8659,796,821,842,865,2,1,2,2,2,2,2,2,1,1,2,2,1,3,2,2,2,2,2,2,3,2,1
2012/2013,8528,8654,782,797,816,836,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8455,8650,857,891,900,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8456,8586,871,885,919,930,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,10252,10260,865,777,911,846,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,8668,848,826,881,856,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8654,8456,902,790,936,813,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,8650,10261,815,866,876,901,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8659,8466,796,799,842,846,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,1,2,3
2012/2013,9850,10194,809,769,848,833,3,1,3,2,2,2,2,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,8586,8528,795,869,834,917,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
2012/2013,10260,9825,872,870,918,912,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10003,8455,884,812,933,858,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,10172,9798,769,813,814,837,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8472,10252,775,816,849,864,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,9798,9879,826,753,853,811,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10252,9850,792,768,845,855,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9825,10172,803,877,848,918,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,8456,10003,814,887,858,935,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8466,8586,872,798,919,834,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8528,8659,803,790,850,833,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,10261,8654,786,846,816,872,3,1,3,2,2,3,1,2,1,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2012/2013,8668,8650,857,857,896,888,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2012/2013,8455,10260,862,893,903,927,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10194,8472,804,802,858,850,2,1,2,2,2,1,3,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,1
2012/2013,8659,8456,874,786,916,828,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,10003,8528,793,801,831,838,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8586,8455,883,873,932,928,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
2012/2013,8455,10252,773,900,847,930,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8654,8668,845,793,880,830,2,1,2,2,2,2,1,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2012/2013,8650,9879,821,841,851,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10003,10260,888,820,925,849,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8659,9850,800,803,851,833,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2012/2013,10261,10172,805,858,856,888,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2012/2013,8586,10194,812,869,850,920,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2012/2013,8466,8472,803,808,855,859,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8528,9825,872,789,918,834,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,8456,9798,771,888,816,923,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8668,8455,866,843,925,885,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
2012/2013,10172,8650,853,796,886,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9850,8456,881,794,920,849,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
2012/2013,9825,10261,850,876,887,920,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,10194,8466,795,798,850,849,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,1
2012/2013,9879,10003,814,829,858,860,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8472,8586,872,794,915,866,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2012/2013,10260,8659,805,864,849,913,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9798,8654,790,759,823,809,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10252,8528,793,784,836,855,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,10252,9825,864,783,919,857,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10194,8650,857,808,902,856,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,8668,9850,794,848,847,891,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2013/2014,9879,8472,801,853,855,859,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10260,10003,813,876,859,918,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,8466,8659,811,793,851,871,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,8344,8654,792,778,821,843,3,1,3,2,2,3,1,2,1,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8667,8455,884,824.5299233,929,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8586,9826,743,824.5299233,763,874.6768998,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,10261,8456,905,845,936,896,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,10252,8455,892,787,931,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8650,10252,786,854,855,907,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8659,8668,840,800,888,836,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,9825,9879,827,862,862,913,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,9850,8667,790,787,841,862,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8654,10261,833,802,894,821,2,1,3,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,1
2013/2014,8472,8466,784,823,866,869,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,3,2,1
2013/2014,9826,10194,820,761,859,801,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,8456,8344,784,898,837,937,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,10003,8586,823.5613065,820,874.9220714,872,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8455,10260,887,905,930,935,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8668,8344,784,852,837,889,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2013/2014,8472,9826,749,799,791,856,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,1,3,2,2,3,2,2
2013/2014,8667,8456,892,824.5299233,935,839,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9879,10261,833,825,894,868,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,9850,806,804,865,865,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,10194,8654,793,809,821,859,3,1,3,2,2,3,1,2,1,3,2,3,1,3,2,2,2,2,2,1,3,2,3
2013/2014,8586,9825,855,859,914,924,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
2013/2014,10260,8650,856,874,905,919,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
